code,description,symptoms,causes
C1762,Air Suspension Rear Height Sensor High (SE) Signal Circuit Short To Battery,NA,NA
C1763,Air Suspension Rear Height Sensor High (SE) Signal Circuit Short To Ground,NA,NA
C1765,Air Suspension Rear Height Sensor Low Signal Circuit Failure,NA,NA
C1766,Air Suspension Rear Height Sensor Low Signal Circuit Open,NA,NA
C1767,Air Suspension Rear Height Sensor Low Signal Circuit Short To Battery,NA,NA
C1768,Air Suspension Rear Height Sensor Low Signal Circuit Short To Ground,NA,NA
C1770,Air Suspension Vent Solenoid Output Circuit Failure,NA,NA
C1771,Air Suspension Vent Solenoid Output Circuit Open,NA,NA
C1772,Air Suspension Vent Solenoid Output Circuit Short To Battery,NA,NA
C1773,Air Suspension Vent Solenoid Output Circuit Short To Ground,NA,NA
C1774,Coolant Temp Out of Range,NA,NA
C1775,DC-DC Converter Failure,NA,NA
C1776,Heater System Failure,NA,NA
C1777,Vacuum Pressure Circuit Failure,NA,NA
C1778,Power Steering Failure,NA,NA
C1779,Blower Switch Failure,NA,NA
C1780,Temperature Select Failure,NA,NA
C1781,Engine Coolant Temperature Signal Missing/Fault,NA,NA
C1790,Air Suspension LR Air Spring/Shock Solenoid Output Circuit Failure,NA,NA
C1791,Air Suspension LR Air Spring/Shock Solenoid Output Circuit Open,NA,NA
C1792,Air Suspension LR Air Spring/Shock Solenoid Output Circuit Short To Battery,NA,NA
C1793,Air Suspension LR Air Spring/Shock Solenoid Output Circuit Short To Ground,NA,NA
C1795,Air Suspension RR Air Spring/Shock Solenoid Output Circuit Failure,NA,NA
C1796,Air Suspension RR Air Spring/Shock Solenoid Output Circuit Open,NA,NA
C1797,Air Suspension RR Air Spring/Shock Solenoid Output Circuit Short To Battery,NA,NA
C1798,Air Suspension RR Air Spring/Shock Solenoid Output Circuit Short To Ground,NA,NA
C1800,Air Suspension Reservoir Solenoid Circuit Failure,NA,NA
C1805,Mismatched PCM and/or ABS-TC Module,NA,NA
C1813,Air Suspension LR Vent Request Exceeded Max Timing,NA,NA
C1814,Air Suspension RR Vent Request Exceeded Max Timing,NA,NA
C1818,Air Suspension LR Air Compress Request Exceeded Max Timing,NA,NA
C1819,Air Suspension RR Air Compress Request Exceeded Max Timing,NA,NA
C1820,Air Suspension RF Air Compress Request Exceeded Max Timing,NA,NA
C1830,Air Suspension Compressor Relay Circuit Failure,NA,NA
C1831,Air Suspension Compressor Relay Circuit Open,NA,NA
C1832,Air Suspension Compressor Relay Circuit Short To Battery,NA,NA
C1833,Air Suspension Compressor  Relay Circuit Short To Ground,NA,NA
C1834,Gauge Drive Current Fault,NA,NA
C1835,Current Sense Circuit Failure,NA,NA
C1836,Battery Temp out of Range,NA,NA
C1837,Battery Heater Circuit Failure,NA,NA
C1838,Charging System Fault,NA,NA
C1839,Leakage Fault,NA,NA
C1840,Air Suspension Disable Switch Circuit Failure,NA,NA
C1841,Air Suspension Disable Switch Circuit Open,NA,NA
C1842,Air Suspension Disable Switch Circuit Short To Battery,NA,NA
C1843,Air Suspension Disable Switch Circuit Short To Ground,NA,NA
C1844,Air Suspension Secondary Front Inflator Solenoid Output Circuit Failure,NA,NA
C1845,Air Suspension Front Inflator Solenoid Output Circuit Failure,NA,NA
C1846,Air Suspension Front Inflator Solenoid Output Circuit Open,NA,NA
C1847,Air Suspension Front Inflator Solenoid Output Circuit Short To  Battery,NA,NA
C1848,Air Suspension Front Inflator Solenoid Output Circuit Short To Ground,NA,NA
C1849,Master Cylinder Pressure Out of Range,NA,NA
C1850,Air Suspension Warning Lamp Circuit Failure,NA,NA
C1851,Air Suspension Warning Lamp Circuit Open,NA,NA
C1852,Air Suspension Warning Lamp Circuit Short To Battery,NA,NA
C1853,Air Suspension Warning Lamp Circuit Short To Ground,NA,NA
C1854,Motor Temperature Out of Range,NA,NA
C1855,Acceleration Position Sensor Conflict,NA,NA
C1856,Traction Motor Encoder  circuit Failure,NA,NA
C1859,PRNDL Input #2 Circuit Failure,NA,NA
C1860,PRNDL Input #3 Circuit Failure,NA,NA
C1861,PRNDL Input #4 Circuit Failure,NA,NA
C1862,Contactor Circuit Failure,NA,NA
C1863,External Charging Fault,NA,NA
C1864,Battery Module Fault,NA,NA
C1865,Air Suspension Rear Inflator Solenoid Output Circuit Failure,NA,NA
C1866,Air Suspension Rear Inflator Solenoid Output Circuit Open,NA,NA
C1867,Air Suspension Rear Inflator Solenoid Output Circuit Short To  Battery,NA,NA
C1868,Air Suspension Rear Inflator Solenoid Output Circuit Short To Ground,NA,NA
C1869,Air Suspension Gate Solenoid Output Circuit Failure,NA,NA
C1870,Air Suspension Gate Solenoid Output Circuit Open,NA,NA
C1871,Air Suspension Gate Solenoid Output Circuit Short To  Battery,NA,NA
C1872,Air Suspension Gate Solenoid Output Circuit Short To Ground,NA,NA
C1873,Air Suspension RF Air Spring Solenoid Output Circuit Failure,NA,NA
C1874,Air Suspension RF Air Spring Solenoid Output Circuit Open,NA,NA
C1875,Air Suspension RF Air Spring Solenoid Output Circuit Short To Battery,NA,NA
C1876,Air Suspension RF Air Spring Solenoid Output Circuit Short To Ground,NA,NA
C1877,Air Suspension LF Air Spring Solenoid Output Circuit Failure,NA,NA
C1878,Air Suspension LF Air Spring Solenoid Output Circuit Open,NA,NA
C1879,Air Suspension LF Air Spring Solenoid Output Circuit Short To Battery,NA,NA
C1880,Air Suspension LF Air Spring Solenoid Output Circuit Short To Ground,NA,NA
C1881,Air Suspension RF Height Sensor Circuit Failure,NA,NA
C1882,Air Suspension RF Height Sensor Circuit Open,NA,NA
C1883,Air Suspension RF Height Sensor Circuit Short To Battery,NA,NA
C1884,Air Suspension RF Height Sensor Circuit Short To Ground,NA,NA
C1885,Air Suspension RR Height Sensor Circuit Failure,NA,NA
C1886,Air Suspension RR Height Sensor Circuit Open,NA,NA
C1887,Air Suspension RR Height Sensor Circuit Short To Battery,NA,NA
C1888,Air Suspension RR Height Sensor Circuit Short To Ground,NA,NA
C1889,Air Suspension LF Height Sensor Circuit Failure,NA,NA
C1890,Air Suspension LF Height Sensor Circuit Open,NA,NA
C1891,Air Suspension LF Height Sensor Circuit Short To Battery,NA,NA
C1892,Air Suspension LF Height Sensor Circuit Short To Ground,NA,NA
C1893,Air Suspension LR Height Sensor Circuit Failure,NA,NA
C1894,Air Suspension LR Height Sensor Circuit Open,NA,NA
C1895,Air Suspension LR Height Sensor Circuit Short To Battery,NA,NA
C1896,Air Suspension LR Height Sensor Circuit Short To Ground,NA,NA
C1897,Steering VAPS II Circuit Loop Failure,NA,NA
C1898,Steering VAPS II Circuit Loop Open,NA,NA
C1899,Steering VAPS II Circuit Loop Short To Battery,NA,NA
C1900,Steering VAPS II Circuit Loop Short To Ground,NA,NA
C1901,Ride Control RR Shock Actuator Circuit Failure,NA,NA
C1902,Ride Control RR Shock Actuator Circuit Open,NA,NA
C1903,Ride Control RR Shock Actuator Circuit Short To Battery,NA,NA
C1904,Ride Control RR Shock Actuator Circuit Short To Ground,NA,NA
C1905,Ride Control LR Shock Actuator Circuit Failure,NA,NA
C1906,Ride Control LR Shock Actuator Circuit Open,NA,NA
C1907,Ride Control LR Shock Actuator Circuit Short To Battery,NA,NA
C1908,Ride Control LR Shock Actuator Circuit Short To Ground,NA,NA
C1909,Ride Control RF Shock Actuator Circuit Failure,NA,NA
C1910,Ride Control RF Shock Actuator Circuit Open,NA,NA
C1911,Ride Control RF Shock Actuator Circuit Short To Battery,NA,NA
C1912,Ride Control RF Shock Actuator Circuit Short To Ground,NA,NA
C1913,Ride Control LF Shock Actuator Circuit Failure,NA,NA
C1914,Ride Control LF Shock Actuator Circuit Open,NA,NA
C1915,Ride Control LF Shock Actuator Circuit Short To Battery,NA,NA
C1916,Ride Control LF Shock Actuator Circuit Short To Ground,NA,NA
C1917,Steering EVO Out-of-Range Fault,NA,NA
C1918,Air Suspension Ride Height Select Switch Circuit Failure,NA,NA
C1920,Led #1 Circuit Failure,NA,NA
C1921,VAPS Solenoid Actuator Output Circuit Failure,NA,NA
C1922,VAPS Solenoid Actuator Output Circuit Open,NA,NA
C1923,VAPS Solenoid Actuator Output Circuit Short To Battery,NA,NA
C1924,VAPS Solenoid Actuator Output Circuit Short To Ground,NA,NA
C1925,VAPS Solenoid Actuator Return Circuit Failure,NA,NA
C1926,VAPS Solenoid Actuator Return Circuit Open,NA,NA
C1927,VAPS Solenoid Actuator Return Circuit Short To Battery,NA,NA
C1928,VAPS Solenoid Actuator Return Circuit Short To Ground,NA,NA
C1929,Air Suspension Front Compressor Relay Circuit Failure,NA,NA
C1930,Air Suspension Front Compressor Relay Circuit Open,NA,NA
C1931,Air Suspension Front Compressor Relay Circuit Short To Battery,NA,NA
C1932,Air Suspension Front Compressor Relay Circuit Short To Ground,NA,NA
C1933,Solenoid Current Out Of Range,NA,NA
C1934,HPU (Hydraulic Pump Unit) Pressurisation Failure,NA,NA
C1935,Chime Circuit Failure,NA,NA
C1936,Hydraulic Pump Relay Circuit Failure,NA,NA
C1937,Steering Wheel Angle Sensor Offset Failure,NA,NA
C1938,Invalid Steering Wheel Angle Sensor ID,NA,NA
C1939,Brake Pressure Switch Input Circuit Failure,NA,NA
C1940,Brake Pressure Switch Mechanical Failure,NA,NA
C1942,Unrecognized Powertrain Configuration,NA,NA
C1943,Airbag Deployment Indication Input Fault,NA,NA
C1944,Gauge Driver Circuit Fault,NA,NA
C1945,Park Switch Indicates Park with Vehicle Moving,NA,NA
C1946,Seat Track Position Switch Circuit Open,NA,NA
C1947,Seat Track Position Switch Circuit Short to Ground,NA,NA
C1948,Seat Track Position Switch Circuit Resistance Out of Range,NA,NA
C1949,Accelerometer Sensor Circuit Open,NA,NA
C1950,Accelerometer Sensor Circuit Failure,NA,NA
C1951,Lateral Accelerometer Sensor Circuit Open,NA,NA
C1952,Yaw Rate Sensor Circuit Open,NA,NA
C1953,Master Cylinder Pressure Sensor Circuit Open,NA,NA
C1954,Master Cylinder Pressure Sensor Circuit Failure,NA,NA
C1955,Steering Angle Sensor Circuit Open,NA,NA
C1956,Steering Angle Sensor Circuit Failure,NA,NA
C1957,Dynamic Stability Control Valve RF Circuit Failure,NA,NA
C1958,Dynamic Stability Control Valve LF Circuit Failure,NA,NA
C1959,Lateral Accelerometer Sensor Circuit Failure,NA,NA
C1960,Driver Brake Apply Circuit Fault,NA,NA
C1961,Park Lamp Relay Coil Circuit Failure,NA,NA
C1962,Park Lamp Relay Coil Short to Battery,NA,NA
C1963,Stability Control Inhibit Warning,NA,NA
C2767,Reserved - TBD,NA,NA
U1000,SCP (J1850) Invalid or Missing Data for Primary Id,"If the U1000 stands alone, no symptoms may be present, Symptoms will likely be present synonymous with the secondary code indicating a particular failure-a failed climate control module or a failed automatic headlight-dimming module for example, In the case of a known Nissan TSB (technical service bulletin), symptoms may include engine stalling, hesitation, lack of power, failure to start or other potential symptoms.","Access all technical service bulletins (TSB) relating to code U1000 and any additional codes for your particular model and option group., Use the service manual in combination with the TSBs to identify the area or module at fault., Study the method to access the faulty module., Disconnect the module to isolate it from the CAN bus harness and connector., Check the CAN bus harness and connector for shorts or opens using a voltmeter., Follow the directions in the service manual used for determining whether the ECM is at Fault or if the module is to blame."
U1001,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1002,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1003,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1004,SCP (J1850) Invalid or Missing Data for EEC Programming,NA,NA
U1005,SCP (J1850) Invalid or Missing Data for EEC Programming,NA,NA
U1006,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1007,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1008,SCP (J1850) Invalid or Missing Data for Engine Torque,NA,NA
U1009,SCP (J1850) Invalid or Missing Data for Engine Torque,NA,NA
U1010,SCP (J1850) Invalid or Missing Data for Engine Air Intake,NA,NA
U1011,SCP (J1850) Invalid or Missing Data for Engine Air Intake,NA,NA
U1012,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1013,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1014,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1015,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1016,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1017,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1018,SCP (J1850) Invalid or Missing Data for Throttle,NA,NA
U1019,SCP (J1850) Invalid or Missing Data for Throttle,NA,NA
U1020,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch,NA,NA
U1021,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch,NA,NA
U1022,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1023,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1024,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1025,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1026,SCP (J1850) Invalid or Missing Data for Engine RPM,NA,NA
U1027,SCP (J1850) Invalid or Missing Data for Engine RPM,NA,NA
U1028,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1029,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1030,SCP (J1850) Invalid or Missing Data for Experimental #1,NA,NA
U1031,SCP (J1850) Invalid or Missing Data for Experimental #1,NA,NA
U1032,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1033,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1034,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1035,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1036,SCP (J1850) Invalid or Missing Data for Wheels,NA,NA
U1037,SCP (J1850) Invalid or Missing Data for Wheels,NA,NA
U1038,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1039,SCP (J1850) Invalid or Missing Data for Primary Id / Vehicle Speed,NA,NA
U1040,SCP (J1850) Invalid or Missing Data for Vehicle Speed,NA,NA
U1041,SCP (J1850) Invalid or Missing Data for Vehicle Speed,NA,NA
U1042,SCP (J1850) Invalid or Missing Data for Traction Control,NA,NA
U1043,SCP (J1850) Invalid or Missing Data for Traction Control,NA,NA
U1044,SCP (J1850) Invalid or Missing Data for Traction Motor,NA,NA
U1045,SCP (J1850) Invalid or Missing Data for Traction Motor,NA,NA
U1046,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1047,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1048,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1049,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1050,SCP (J1850) Invalid or Missing Data for Brakes,NA,NA
U1051,SCP (J1850) Invalid or Missing Data for Brakes,NA,NA
U1052,SCP (J1850) Invalid or Missing Data for Steering / Steering Wheel,NA,NA
U1053,SCP (J1850) Invalid or Missing Data for Steering / Steering Wheel,NA,NA
U1054,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1055,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1056,SCP (J1850) Invalid or Missing Data for Vehicle Configuration,NA,NA
U1057,SCP (J1850) Invalid or Missing Data for Vehicle Configuration,NA,NA
U1058,SCP (J1850) Invalid or Missing Data for Transmission / Transaxle / PRNDL,NA,NA
U1059,SCP (J1850) Invalid or Missing Data for Transmission / Transaxle / PRNDL,NA,NA
U1060,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1061,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1062,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1063,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1064,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1065,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1066,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1067,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1068,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1069,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1070,SCP (J1850) Invalid or Missing Data for Engine Sensors,NA,NA
U1071,SCP (J1850) Invalid or Missing Data for Engine Sensors,NA,NA
U1072,SCP (J1850) Invalid or Missing Data for Engine Coolant,NA,NA
U1073,SCP (J1850) Invalid or Missing Data for Engine Coolant,NA,NA
U1074,SCP (J1850) Invalid or Missing Data for Engine Oil,NA,NA
U1075,SCP (J1850) Invalid or Missing Data for Engine Oil Temp,NA,NA
U1076,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1077,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1078,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1079,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1080,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1081,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1082,SCP (J1850) Invalid or Missing Data for Engine Systems Other,NA,NA
U1083,SCP (J1850) Invalid or Missing Data for Engine Systems Other,NA,NA
U1084,SCP (J1850) Invalid or Missing Data for Powertrain Status Request,NA,NA
U1085,SCP (J1850) Invalid or Missing Data for Powertrain Status Request,NA,NA
U1086,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1087,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1088,SCP (J1850) Invalid or Missing Data for Suspension,NA,NA
U1089,SCP (J1850) Invalid or Missing Data for Suspension,NA,NA
U1090,SCP (J1850) Invalid or Missing Data for Non-Legislated Diagnostics,NA,NA
U1091,SCP (J1850) Invalid or Missing Data for Non-Legislated Diagnostics,NA,NA
U1092,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1093,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1094,SCP (J1850) Invalid or Missing Data for Experimental #2,NA,NA
U1095,SCP (J1850) Invalid or Missing Data for Experimental #2,NA,NA
U1096,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1097,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1098,SCP (J1850) Invalid or Missing Data for Vehicle Speed Control,NA,NA
U1099,SCP (J1850) Invalid or Missing Data for Vehicle Speed Control,NA,NA
U1100,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1101,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1102,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1103,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1104,SCP (J1850) Invalid or Missing Data for Chassis Status Request,NA,NA
U1105,SCP (J1850) Invalid or Missing Data for Chassis Status Request,NA,NA
U1106,SCP (J1850) Invalid or Missing Data for Legislated Diagnostics,NA,NA
U1107,SCP (J1850) Invalid or Missing Data for Legislated Diagnostics,NA,NA
U1108,SCP (J1850) Invalid or Missing Data for Electric Traction Drive (Inverter),NA,NA
U1109,SCP (J1850) Invalid or Missing Data for Electric Traction Drive (Inverter),NA,NA
U1110,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1111,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1112,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1113,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1114,SCP (J1850) Invalid or Missing Data for Charging System,NA,NA
U1115,SCP (J1850) Invalid or Missing Data for Charging System,NA,NA
U1116,SCP (J1850) Invalid or Missing Data for Electrical Energy Management,NA,NA
U1117,SCP (J1850) Invalid or Missing Data for Electrical Energy Management,NA,NA
U1118,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1119,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1120,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1121,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1122,SCP (J1850) Invalid or Missing Data for Odometer,NA,NA
U1123,SCP (J1850) Invalid or Missing Data for Odometer,NA,NA
U1124,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1125,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1126,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1127,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1128,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1129,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1130,SCP (J1850) Invalid or Missing Data for Fuel System,NA,NA
U1131,SCP (J1850) Invalid or Missing Data for Fuel System,NA,NA
U1132,SCP (J1850) Invalid or Missing Data for Vehicle Motion,NA,NA
U1133,SCP (J1850) Invalid or Missing Data for Vehicle Motion,NA,NA
U1134,SCP (J1850) Invalid or Missing Data for Ignition Switch / Starter,NA,NA
U1135,SCP (J1850) Invalid or Missing Data for Ignition Switch / Starter,NA,NA
U1136,SCP (J1850) Invalid or Missing Data for Telltales,NA,NA
U1137,SCP (J1850) Invalid or Missing Data for Telltales,NA,NA
U1138,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1139,SCP (J1850) Invalid or Missing Data for Primary Id,NA,NA
U1140,SCP (J1850) Invalid or Missing Data for Gateway,NA,NA
U1141,SCP (J1850) Invalid or Missing Data for Gateway,NA,NA
